"trait1","trait2","trait3","trait4"
0.0028635,0.0012262,0.18715,0.0033544
0.002081,0.00089105,0.13606,0.0024376
0.0029513,0.0012639,0.19301,0.003457
0.0028536,0.0012219,0.18652,0.0033428
0.0029702,0.0012723,0.19408,0.0034792
0.0020572,0.00088088,0.1344,0.0024097
0.0020569,0.00088074,0.13438,0.0024094
0.0020572,0.00088084,0.1344,0.0024097
0.0029692,0.0012719,0.19402,0.003478
0.0021567,0.00092312,0.14085,0.0025261
0.0029622,0.0012691,0.19355,0.00347
0.0029607,0.0012684,0.19344,0.0034682
0.003308,0.0014174,0.21602,0.0038741
0.0020676,0.00088536,0.1351,0.0024218
0.0020654,0.00088407,0.13494,0.0024192
0.0020685,0.00088577,0.13516,0.002423
0.0029838,0.0012781,0.195,0.0034952
0.0020671,0.0008848,0.13506,0.0024212
0.0030958,0.0013262,0.20229,0.0036262
0.0020729,0.00088773,0.13549,0.002428
0.0020738,0.00088811,0.13554,0.0024291
0.0030884,0.0013229,0.20186,0.0036176
0.0022666,0.00096995,0.14809,0.0026548
0.0020842,0.00089241,0.13617,0.0024411
0.0056693,0.002425,0.37112,0.0066407
0.0023388,0.001002,0.15284,0.0027395
0.0020505,0.00087815,0.13402,0.0024018
0.0021673,0.00092812,0.14165,0.0025388
0.0029709,0.0012719,0.194,0.0034797
0.0020498,0.00087768,0.13403,0.0024009
0.0024832,0.0010628,0.16226,0.0029084
0.002704,0.0011574,0.17688,0.0031672
0.0046483,0.0019872,0.30435,0.0054434
0.0020479,0.00087649,0.13392,0.0023988
0.0020478,0.00087642,0.13392,0.0023987
0.002048,0.00087646,0.13393,0.0023989
0.0023391,0.0010011,0.15293,0.0027398
0.0041763,0.0017873,0.27367,0.0048923
0.0033281,0.001424,0.21751,0.0038983
0.0027504,0.001177,0.1799,0.0032216
0.0031723,0.0013586,0.20726,0.0037157
0.0031697,0.0013574,0.2071,0.0037126
0.0035898,0.0015351,0.23429,0.0042044
0.0028862,0.0012359,0.18868,0.0033809
0.002449,0.0010483,0.16019,0.0028687
0.0050938,0.0021781,0.33298,0.0059658
0.0022997,0.00098446,0.15038,0.0026937
0.0047756,0.0020407,0.31139,0.0055931
0.002659,0.0011382,0.17388,0.0031146
0.002659,0.0011382,0.17388,0.0031146
0.0026585,0.0011379,0.17384,0.003114
0.0028421,0.0012171,0.18569,0.0033291
0.0025363,0.0010856,0.16583,0.0029707
0.002365,0.0010124,0.15467,0.0027702
0.0033253,0.001422,0.21741,0.0038945
0.0020457,0.00087587,0.13375,0.0023962
0.0075015,0.0032012,0.48908,0.0087842
0.007561,0.0032271,0.49285,0.0088537
0.006746,0.0028859,0.44215,0.0079045
0.003729,0.0015943,0.24369,0.0043674
0.0049489,0.0021169,0.32339,0.0057962
0.0037029,0.001585,0.24183,0.0043378
0.0057977,0.0024788,0.38009,0.0067896
0.007583,0.003236,0.49472,0.0088794
0.0035447,0.001515,0.23159,0.0041518
0.0031548,0.0013502,0.20617,0.0036956
0.0028612,0.0012251,0.18695,0.0033518
0.0022284,0.0009538,0.14564,0.0026101
0.0021431,0.00091739,0.14006,0.0025103
0.0042713,0.0018296,0.27886,0.0050042
0.0024701,0.0010576,0.16137,0.0028933
0.0030208,0.0012933,0.19766,0.0035384
0.0021367,0.00091489,0.13964,0.0025028
0.0021681,0.00092851,0.14165,0.0025395
0.002144,0.00091811,0.14005,0.0025113
0.0021256,0.00091016,0.1389,0.0024896
0.0024291,0.0010405,0.15861,0.0028451
0.00214,0.00091635,0.13985,0.0025064
0.0021396,0.00091597,0.13984,0.0025061
0.0029549,0.0012653,0.19313,0.0034613
0.0045824,0.0019592,0.29978,0.0053672
0.0035581,0.001523,0.23253,0.004168
0.0035571,0.0015225,0.23244,0.0041668
0.0049426,0.002118,0.32311,0.0057899
0.0023642,0.0010122,0.15456,0.0027693
0.0023481,0.0010054,0.15349,0.0027504
0.0027871,0.0011928,0.18238,0.0032648
0.0032229,0.0013784,0.21091,0.0037752
0.0023715,0.0010154,0.15503,0.0027779
0.0053802,0.0023061,0.35227,0.006303
0.0026742,0.0011448,0.17483,0.0031326
0.0029463,0.0012608,0.19247,0.0034512
0.0053113,0.0022757,0.34782,0.0062225
0.004321,0.0018493,0.2822,0.0050619
0.0045831,0.0019607,0.30004,0.0053694
0.0026658,0.0011411,0.17434,0.0031227
0.0042587,0.0018232,0.27859,0.0049896
0.0071265,0.0030461,0.4661,0.0083486
0.0069555,0.0029736,0.45466,0.0081486
0.0070818,0.0030271,0.46326,0.0082965
0.003097,0.0013255,0.20257,0.003628
0.0073077,0.0031231,0.47801,0.0085612
0.0030663,0.0013123,0.20056,0.003592
0.0072942,0.0031176,0.47713,0.0085454
0.0036354,0.0015558,0.23791,0.004258
0.0030476,0.0013042,0.19934,0.00357
0.0030523,0.0013062,0.19964,0.0035755
0.0023238,0.0009941,0.15177,0.0027216
0.0030774,0.0013171,0.20091,0.0036051
0.002051,0.00087761,0.13403,0.0024023
0.002368,0.0010131,0.15477,0.0027734
0.0029756,0.0012745,0.19457,0.0034851
0.0020592,0.00088101,0.13457,0.0024118
0.0034465,0.001475,0.2251,0.0040376
0.0027078,0.0011588,0.17681,0.0031718
0.0041055,0.001758,0.26859,0.0048086
0.0024043,0.0010287,0.15713,0.002816
0.0040883,0.0017505,0.26744,0.0047885
0.0023973,0.0010256,0.15666,0.0028078
0.0020494,0.00087693,0.13393,0.0024004
0.0036193,0.0015498,0.23665,0.0042396
0.0034742,0.0014864,0.22717,0.0040693
0.0020464,0.00087594,0.13375,0.0023968
0.0026321,0.0011266,0.17204,0.0030827
0.0034136,0.0014603,0.22308,0.0039985
0.0026279,0.0011248,0.17177,0.0030778
0.0027625,0.001182,0.18054,0.0032355
0.0020436,0.0008747,0.13362,0.0023936
0.0023917,0.0010237,0.15642,0.0028014
0.0020733,0.00088765,0.13547,0.0024285
0.0030675,0.0013142,0.20024,0.0035926
0.0020655,0.00088412,0.13498,0.0024194
0.0038925,0.001667,0.25379,0.0045595
0.0020631,0.00088312,0.13476,0.0024166
0.020266,0.0086374,1.3242,0.023749
0.0020631,0.00088312,0.13475,0.0024166
0.0023657,0.0010123,0.15456,0.0027711
0.00222,0.00095025,0.14508,0.0026005
0.022775,0.0097277,1.4932,0.026688
0.0020553,0.00088014,0.13425,0.0024075
0.0020444,0.0008755,0.13354,0.0023946
0.0021101,0.00090368,0.13779,0.0024714
0.0039785,0.0017034,0.25993,0.0046592
0.0040107,0.0017173,0.26203,0.0046969
0.0021234,0.00090929,0.13879,0.0024872
0.0020706,0.00088629,0.13533,0.0024253
0.0020946,0.00089624,0.13691,0.0024534
0.0023862,0.0010222,0.15589,0.0027951
0.0022968,0.00098367,0.15011,0.0026905
0.0023954,0.0010262,0.1565,0.0028059
0.0021394,0.00091604,0.13988,0.0025057
0.0027736,0.0011872,0.18137,0.0032486
0.0027908,0.0011946,0.18245,0.0032688
0.002177,0.00093168,0.14232,0.00255
0.0020926,0.00089565,0.1368,0.0024512
0.0022964,0.0009836,0.15006,0.0026899
0.022242,0.0095608,1.4446,0.026039
0.0020972,0.00089753,0.1371,0.0024565
0.0020974,0.00089766,0.13712,0.0024568
0.0020956,0.00089692,0.137,0.0024546
0.0027653,0.0011839,0.18058,0.0032389
0.0024333,0.0010415,0.1589,0.0028501
0.0020594,0.00088142,0.1345,0.002412
0.0021589,0.00092388,0.14115,0.0025287
0.0020573,0.00088115,0.13456,0.0024096
0.0020507,0.00087829,0.13412,0.0024018
0.0021619,0.00092562,0.14139,0.0025322
0.0020551,0.00088006,0.13443,0.002407
0.0020542,0.00087964,0.13436,0.0024059
0.0027675,0.0011846,0.18069,0.0032413
0.0021258,0.00091024,0.1389,0.0024899
0.0027996,0.0011981,0.18276,0.0032789
0.015223,0.0065564,1.0015,0.017831
0.0020461,0.00087622,0.1338,0.0023965
0.0020439,0.00087523,0.13364,0.0023939
0.0025069,0.0010731,0.16383,0.0029365
0.0025096,0.0010743,0.16399,0.0029397
0.0025096,0.0010743,0.16399,0.0029397
0.0030699,0.0013144,0.20092,0.0035956
0.0022444,0.00096088,0.14674,0.0026288
0.0022598,0.00096758,0.14772,0.0026469
0.0023263,0.00099611,0.15206,0.0027249
0.0023246,0.00099537,0.15194,0.0027229
0.0021543,0.00092221,0.1408,0.0025232
0.0023294,0.00099733,0.15227,0.0027285
0.0020962,0.00089762,0.1371,0.0024554
0.0026497,0.0011346,0.17325,0.0031034
0.0020832,0.00089198,0.13612,0.0024402
0.0025115,0.0010753,0.16407,0.0029418
0.0024041,0.0010298,0.15719,0.002816
0.0020842,0.00089256,0.13626,0.0024412
0.0021436,0.00091755,0.1402,0.0025109
0.0023779,0.0010187,0.15545,0.0027854
0.0021621,0.0009255,0.14139,0.0025325
0.002102,0.00090013,0.13743,0.0024622
0.0023331,0.00099854,0.15248,0.0027328
0.0021391,0.00091576,0.13988,0.0025057
0.0021092,0.00090323,0.13786,0.0024706
0.0020498,0.00087748,0.13399,0.0024011
0.0020839,0.00089184,0.1362,0.002441
0.0022116,0.00094747,0.14448,0.0025905
0.0022127,0.00094794,0.14456,0.0025918
0.0022169,0.00094976,0.14484,0.0025967
0.0020461,0.00087611,0.13382,0.0023968
0.0020506,0.00087796,0.13416,0.002402
0.0021192,0.00090751,0.13861,0.0024823
0.0022636,0.00096912,0.14812,0.0026514
0.002126,0.00090985,0.13897,0.0024901
0.0025843,0.0011065,0.16912,0.003027
0.0038072,0.0016302,0.24875,0.0044599
0.002615,0.001121,0.17092,0.0030631
0.0039792,0.0017043,0.25984,0.004661
0.0057221,0.0024459,0.3742,0.0067042
0.0057269,0.002448,0.37447,0.0067098
0.0057311,0.0024497,0.37475,0.0067147
0.0033468,0.0014327,0.21905,0.0039205
0.0035089,0.0015025,0.22956,0.0041101
0.0034914,0.0014945,0.22852,0.0040894
0.0041615,0.0017824,0.27256,0.0048744
0.0026593,0.0011387,0.17387,0.0031148
0.0026672,0.001142,0.17438,0.003124
0.0040095,0.0017166,0.26234,0.0046965
0.002051,0.0008785,0.13411,0.0024026
0.0033219,0.0014217,0.21754,0.0038908
0.0048707,0.0020871,0.31887,0.0057054
0.0033375,0.0014282,0.21852,0.0039091
0.004791,0.0020495,0.31328,0.0056112
0.004838,0.0020731,0.31682,0.005667
0.0032993,0.0014122,0.216,0.0038643
0.0033067,0.0014152,0.21654,0.0038729
0.0033584,0.0014373,0.21984,0.0039334
0.0042428,0.001815,0.27776,0.0049696
0.0020645,0.00088388,0.13494,0.0024182
0.0039647,0.0016987,0.2595,0.0046447
0.0032808,0.0014043,0.21423,0.0038426
0.0030747,0.0013163,0.20107,0.0036016
0.0021671,0.00092766,0.14159,0.0025384
0.0021681,0.00092809,0.14165,0.0025396
0.0022249,0.00095233,0.14538,0.0026059
0.0021268,0.00091045,0.13904,0.0024911
0.0047619,0.0020404,0.31118,0.0055771
0.0026957,0.0011545,0.17627,0.0031574
0.0026802,0.001148,0.17527,0.0031393
0.0041991,0.0017993,0.27395,0.0049191
0.003459,0.0014803,0.22617,0.0040513
0.0020799,0.00089035,0.13597,0.0024361
0.0020573,0.00088073,0.13447,0.0024096
0.0020466,0.00087618,0.13373,0.0023973
0.0020472,0.00087639,0.13378,0.0023979
0.0020474,0.00087649,0.13379,0.0023982
0.0028054,0.0012012,0.1832,0.0032861
0.0021663,0.00092748,0.14158,0.0025374
0.0035145,0.0015056,0.22969,0.0041169
0.0026498,0.001134,0.17318,0.0031036
0.0020468,0.00087627,0.13375,0.0023976
0.0026497,0.0011339,0.17318,0.0031035
0.002166,0.00092736,0.14156,0.0025371
0.0026419,0.0011307,0.17268,0.0030943
0.0026177,0.0011203,0.17128,0.0030659
0.0028044,0.0012008,0.18314,0.003285
0.0027723,0.001187,0.18101,0.0032474
0.0027717,0.0011867,0.18098,0.0032467
0.00217,0.00092871,0.14186,0.0025415
0.0021697,0.00092861,0.14184,0.0025413
0.0021703,0.00092887,0.14188,0.0025419
0.0021209,0.00090804,0.13868,0.0024842
0.0020483,0.00087694,0.13385,0.0023992
0.0026811,0.0011475,0.17517,0.0031403
0.0020836,0.00089187,0.13605,0.0024406
0.0032105,0.0013747,0.20979,0.0037608
0.0023785,0.0010177,0.15538,0.0027858
0.003209,0.0013741,0.20969,0.0037592
0.0021865,0.00093595,0.1429,0.0025614
0.0023671,0.0010129,0.15464,0.0027727
0.0023174,0.00099242,0.15136,0.0027147
0.0038958,0.0016688,0.25464,0.0045643
0.0024554,0.0010508,0.16046,0.0028758
0.0027612,0.0011822,0.18023,0.0032345
0.002369,0.0010137,0.15477,0.0027748
0.002204,0.00094365,0.14401,0.0025818
0.0023339,0.00099874,0.15247,0.0027337
0.0025839,0.0011062,0.16897,0.0030262
0.0027707,0.0011862,0.18082,0.0032456
0.0022342,0.00095647,0.14599,0.0026171
0.004247,0.001821,0.27731,0.0049751
0.0020676,0.00088503,0.13518,0.0024219
0.002386,0.0010215,0.15604,0.0027949
0.0023853,0.0010213,0.15599,0.002794
0.0021272,0.00091063,0.13905,0.0024916
0.0021353,0.00091414,0.13957,0.0025011
0.0021306,0.00091212,0.13927,0.0024957
0.0023822,0.00102,0.15577,0.0027906
0.0046338,0.001986,0.30283,0.0054287
0.0046339,0.001986,0.30284,0.0054289
0.0022562,0.00096562,0.14741,0.002643
0.0021761,0.00093165,0.14215,0.0025491
0.0030162,0.0012916,0.19759,0.0035331
0.0021979,0.00094099,0.14367,0.0025744
0.0021894,0.00093701,0.14314,0.0025644
0.0023125,0.00098967,0.1512,0.0027087
0.0021338,0.0009135,0.13959,0.0024994
0.0030604,0.0013103,0.1999,0.003585
0.0021882,0.00093644,0.14306,0.002563
0.0030641,0.0013119,0.20015,0.0035894
0.0020519,0.00087806,0.13413,0.0024034
0.0021757,0.00093115,0.14224,0.0025485
0.0021694,0.00092841,0.14184,0.0025412
0.0045381,0.0019436,0.29668,0.005315
0.0030602,0.0013103,0.19991,0.0035849
0.0021628,0.00092578,0.14146,0.0025335
0.0030624,0.0013112,0.20004,0.0035874
0.0031221,0.0013367,0.20392,0.0036573
0.0023193,0.00099284,0.1517,0.0027167
0.0020693,0.00088606,0.13534,0.0024239
0.0029625,0.0012682,0.19385,0.0034699
0.0023712,0.0010148,0.15513,0.0027775
0.0021253,0.00091034,0.13897,0.0024895
0.0021087,0.00090266,0.13774,0.0024699
0.0024201,0.0010363,0.15816,0.0028351
0.0027196,0.0011642,0.17785,0.0031862
0.0022816,0.00097693,0.14914,0.0026721
0.0022385,0.00095827,0.14619,0.0026216
0.0025809,0.0011053,0.16871,0.0030227
0.002255,0.00096528,0.14744,0.0026414
0.0030202,0.0012931,0.19737,0.0035376
0.0022175,0.0009496,0.14492,0.0025973
0.0028683,0.0012285,0.18742,0.0033595
0.0020484,0.00087721,0.13386,0.0023992
0.0020507,0.00087822,0.13401,0.0024019
0.0034303,0.0014691,0.22428,0.0040176
0.0037565,0.0016084,0.24552,0.0043992
0.0021816,0.00093355,0.14256,0.0025554
0.0020578,0.00088109,0.13446,0.0024103
0.0040578,0.0017392,0.26516,0.0047527
0.0020511,0.00087821,0.13407,0.0024026
0.0021627,0.00092618,0.14137,0.0025332
0.0022055,0.00094393,0.14413,0.0025835
0.0023492,0.001006,0.1535,0.0027515
0.0022305,0.00095521,0.1458,0.0026125
0.0025025,0.0010714,0.16356,0.0029311
0.0021483,0.00091957,0.14036,0.0025164
0.002398,0.0010267,0.15663,0.0028086
0.0024323,0.0010416,0.15894,0.0028491
0.0025082,0.001074,0.1639,0.0029381
0.0021752,0.00093125,0.14222,0.0025479
0.0022179,0.00094944,0.14494,0.0025977
0.004648,0.0019913,0.30381,0.0054454
0.012066,0.0051797,0.7917,0.014132
0.0047094,0.0020182,0.30864,0.0055165
0.0021006,0.00089916,0.13731,0.0024603
0.0094719,0.0040619,0.62151,0.011095
0.0066881,0.0028627,0.43897,0.0078361
0.004698,0.0020131,0.30791,0.0055033
0.012123,0.005197,0.79535,0.014202
0.0058852,0.0025198,0.3862,0.0068949
0.0030091,0.0012892,0.19678,0.0035247
0.01471,0.0063102,0.96491,0.017229
0.0046913,0.0020103,0.30744,0.0054954
0.014692,0.0063034,0.96286,0.01721
0.0049266,0.0021107,0.3229,0.0057711
0.0035368,0.0015147,0.23158,0.0041425
0.0045292,0.0019396,0.2964,0.0053043
0.0067546,0.0028906,0.44342,0.007914
0.0067586,0.0028923,0.44361,0.0079187
0.0035376,0.0015149,0.23163,0.0041434
0.0035401,0.001516,0.23179,0.0041463
0.0042588,0.0018239,0.2785,0.0049874
0.004262,0.0018252,0.27873,0.0049913
0.0025919,0.0011101,0.1694,0.003036
0.0025802,0.0011052,0.16866,0.0030223
0.0043963,0.0018831,0.28806,0.0051485
0.0020579,0.000881,0.13444,0.0024104
0.0020579,0.00088103,0.13444,0.0024105
0.002322,0.00099418,0.15179,0.00272
0.0039425,0.0016883,0.25785,0.0046176
0.0028815,0.001234,0.18838,0.003375
0.0022506,0.00096346,0.14716,0.0026366
0.0040812,0.0017488,0.26682,0.0047798
0.0020492,0.00087727,0.13387,0.0024003
0.0022436,0.00096046,0.14669,0.0026284
0.0028795,0.001233,0.18824,0.0033727
0.0035402,0.0015167,0.2315,0.0041467
0.0021261,0.00091012,0.13904,0.0024907
0.0028715,0.0012296,0.18774,0.0033635
0.0020485,0.00087701,0.13383,0.0023995
0.0028806,0.0012334,0.18834,0.0033741
0.0049577,0.0021249,0.32417,0.0058091
0.0022079,0.00094519,0.14435,0.0025863
0.0040881,0.0017514,0.26719,0.004788
0.0021936,0.00093903,0.1434,0.0025698
0.0029296,0.0012546,0.19155,0.0034315
0.0034626,0.001482,0.22616,0.0040554
0.0026666,0.0011411,0.17422,0.0031236
0.0020541,0.0008794,0.13431,0.0024058
0.0025751,0.0011023,0.1684,0.0030162
0.0030801,0.0013203,0.20146,0.0036082
0.0031223,0.0013382,0.20418,0.0036578
0.0026218,0.0011228,0.17124,0.0030706
0.0031312,0.0013412,0.20466,0.0036683
0.0026546,0.0011362,0.17373,0.0031091
0.0026492,0.0011339,0.17338,0.0031029
0.0026562,0.0011369,0.17384,0.0031111
0.0031805,0.0013619,0.20788,0.0037259
0.0021353,0.00091424,0.1396,0.002501
0.0028266,0.0012107,0.18499,0.0033108
0.002357,0.001009,0.15388,0.0027606
0.0023101,0.00098936,0.15093,0.0027057
0.0021929,0.00093916,0.1433,0.0025686
0.0023302,0.00099744,0.15226,0.0027296
0.003293,0.0014089,0.21526,0.003857
0.0031724,0.0013576,0.20729,0.003716
0.0022066,0.00094452,0.14427,0.0025845
0.0023126,0.00099037,0.15119,0.002709
0.002183,0.00093447,0.1427,0.0025568
0.0021233,0.000909,0.13878,0.0024871
0.0023747,0.0010167,0.15526,0.0027816
0.0035802,0.0015324,0.23394,0.0041933
0.0026721,0.0011437,0.1747,0.00313
0.0021226,0.00090864,0.13875,0.0024863
0.0020986,0.00089833,0.13718,0.0024581
0.0034527,0.0014779,0.22549,0.0040439
0.0020495,0.00087726,0.13404,0.0024006
0.0020497,0.00087742,0.13401,0.0024009
0.0021399,0.00091634,0.13995,0.0025066
0.0027732,0.0011876,0.18128,0.0032486
0.0021374,0.0009153,0.13979,0.0025037
0.0022239,0.00095226,0.14535,0.0026048
0.002347,0.0010051,0.15335,0.0027489
0.0022688,0.0009714,0.14829,0.0026575
0.0020507,0.00087815,0.13396,0.002402
0.0036563,0.0015644,0.23903,0.0042823
0.0036398,0.001559,0.2381,0.0042635
0.0021127,0.0009046,0.13804,0.0024746
0.0020649,0.00088429,0.13487,0.0024187
0.0025761,0.0011032,0.16841,0.0030173
0.0020883,0.00089414,0.13645,0.002446
0.0020885,0.00089421,0.13646,0.0024463
0.0021599,0.00092457,0.14119,0.0025299
0.0020993,0.00089876,0.13722,0.0024589
0.0020817,0.00089117,0.13611,0.0024384
0.0032382,0.0013861,0.21177,0.0037931
0.0028872,0.0012367,0.18877,0.003382
0.0028257,0.0012102,0.1847,0.00331
0.0021103,0.00090318,0.138,0.0024719
0.0031045,0.0013289,0.20272,0.0036356
0.0022917,0.00098133,0.14988,0.0026844
0.0021129,0.00090415,0.13815,0.0024748
0.0045534,0.0019475,0.29738,0.0053344
0.0023433,0.0010035,0.15311,0.0027446
0.0026132,0.0011185,0.17085,0.0030609
0.0022987,0.00098447,0.15034,0.0026926
0.0020562,0.00088009,0.1344,0.0024085
0.0020444,0.00087504,0.13359,0.0023947
0.002051,0.00087768,0.13405,0.0024024
0.0026736,0.001145,0.1747,0.0031315
0.0020517,0.00087785,0.13406,0.0024033
0.0026683,0.0011425,0.17441,0.0031254
0.0020458,0.00087528,0.13369,0.0023964
0.0022625,0.00096898,0.14801,0.0026504
0.0020462,0.00087544,0.13371,0.0023968
0.0029904,0.0012809,0.19542,0.0035027
0.0020544,0.00087908,0.13427,0.0024064
0.0021695,0.00092899,0.14182,0.0025414
0.0047593,0.0020366,0.31047,0.0055736
0.0047737,0.0020429,0.3114,0.0055903
0.0022827,0.00097736,0.1493,0.002674
0.0020513,0.00087792,0.13408,0.0024029
0.0039428,0.0016876,0.25765,0.0046178
0.010167,0.0043526,0.66449,0.011907
0.0039465,0.0016891,0.25793,0.004622
0.0028755,0.0012314,0.1878,0.0033681
0.0027847,0.0011923,0.18191,0.0032619
0.0023234,0.0009949,0.15198,0.0027217
0.0020562,0.00088009,0.13441,0.0024086
0.002512,0.0010756,0.16411,0.0029424
0.0048172,0.0020611,0.3144,0.0056415
0.0023601,0.0010104,0.15438,0.0027646
0.0027779,0.001189,0.18141,0.0032536
0.0021269,0.00091023,0.13898,0.0024914
0.0022343,0.00095642,0.14609,0.0026172
0.0028366,0.0012146,0.18533,0.0033226
0.0026582,0.0011381,0.17371,0.0031134
0.0026596,0.0011387,0.1738,0.003115
0.0048132,0.0020595,0.31411,0.0056368
0.0040291,0.0017238,0.26354,0.0047189
0.0040337,0.001726,0.26354,0.0047247
0.0022947,0.0009827,0.14996,0.002688
0.0043666,0.0018692,0.28534,0.0051144
0.0023617,0.0010109,0.15432,0.0027666
0.0023608,0.0010105,0.15426,0.0027655
0.0020443,0.00087543,0.13361,0.0023945
0.0023336,0.00099899,0.1525,0.0027335
0.0025696,0.0011,0.16779,0.0030094
0.0027752,0.0011881,0.18136,0.0032506
0.0021146,0.00090574,0.13838,0.002477
0.0021143,0.00090558,0.13835,0.0024766
0.0027821,0.0011911,0.18181,0.0032587
0.002859,0.001224,0.18682,0.0033488
0.0023586,0.00101,0.15431,0.0027626
0.0021047,0.00090103,0.1377,0.0024653
0.0023548,0.0010077,0.15393,0.0027582
0.0032116,0.0013755,0.20975,0.0037618
0.0020959,0.00089725,0.13712,0.002455
0.0076008,0.0032514,0.49804,0.0089032
0.002393,0.001024,0.15642,0.0028029
0.0021867,0.00093629,0.143,0.0025613
0.0020707,0.00088631,0.13539,0.0024253
0.0049529,0.0021189,0.32344,0.0058018
0.0021872,0.00093651,0.14303,0.0025618
0.0037943,0.001625,0.24773,0.0044437
0.0023671,0.0010131,0.15484,0.0027724
0.0023665,0.0010129,0.1548,0.0027717
0.002072,0.00088685,0.13548,0.0024268
0.0023147,0.00099059,0.1514,0.002711
0.002082,0.00089127,0.13624,0.0024388
0.010631,0.0045522,0.69534,0.012456
0.0020822,0.00089135,0.13624,0.002439
0.0023757,0.0010168,0.15539,0.0027825
0.002378,0.0010179,0.15555,0.0027853
0.0022344,0.00095667,0.14614,0.0026171
0.0020762,0.00088878,0.13585,0.002432
0.0022791,0.00097541,0.14907,0.0026695
0.0025159,0.0010772,0.16441,0.002947
0.0027997,0.0011985,0.18307,0.0032792
0.0021072,0.00090234,0.13789,0.0024684
0.0025481,0.0010913,0.1665,0.0029844
0.0026232,0.0011235,0.17161,0.0030726
0.0023649,0.001013,0.15465,0.0027702
0.0024349,0.0010429,0.1592,0.0028521
0.0022094,0.00094592,0.14451,0.0025882
0.0022189,0.00094997,0.14514,0.0025993
0.002178,0.0009325,0.14249,0.0025514
0.0024107,0.0010324,0.15763,0.0028237
0.0037391,0.0015999,0.24428,0.0043804
0.0036495,0.0015637,0.23849,0.004275
0.0035042,0.0015005,0.2291,0.0041055
0.0090557,0.0038895,0.59381,0.010612
0.003497,0.0014973,0.22862,0.004097
0.0037308,0.0015963,0.24378,0.0043707
0.0037301,0.001596,0.24374,0.00437
0.0037298,0.0015958,0.24371,0.0043696
0.0024525,0.00105,0.16039,0.0028728
0.0028928,0.0012391,0.18913,0.0033883
0.0028449,0.0012185,0.18604,0.0033322
0.0032109,0.001375,0.21029,0.003761
0.0021056,0.00090137,0.13766,0.0024664
0.0033786,0.0014465,0.22099,0.003958
0.0025534,0.0010936,0.1669,0.0029905
0.0020861,0.00089325,0.13632,0.0024436
0.0020752,0.00088849,0.13556,0.0024308
0.0020743,0.00088814,0.1355,0.0024297
0.0020485,0.00087715,0.13386,0.0023995
0.0023531,0.0010072,0.1538,0.0027561
0.0023897,0.0010229,0.15617,0.002799
0.0024734,0.0010586,0.16168,0.002897
0.003023,0.0012938,0.19782,0.0035409
0.0021384,0.00091556,0.13984,0.0025047
0.0022737,0.00097365,0.14865,0.0026633
0.0031435,0.001346,0.20593,0.0036819
0.0028822,0.0012347,0.18824,0.0033761
0.0096399,0.004131,0.63005,0.011297
0.0023087,0.00098861,0.15094,0.0027042
0.0023088,0.00098863,0.15094,0.0027043
0.0028264,0.001211,0.18449,0.0033109
0.0028267,0.0012111,0.18451,0.0033112
0.026234,0.011187,1.7316,0.030774
0.0028289,0.0012121,0.18465,0.0033138
0.0028393,0.0012166,0.18532,0.003326
0.026219,0.01118,1.7313,0.030756
0.002824,0.0012099,0.18432,0.003308
0.026276,0.011211,1.7378,0.030824
0.0027319,0.0011703,0.17833,0.0032002
0.007302,0.0031262,0.47504,0.0085536
0.0020618,0.00088322,0.13476,0.002415
0.0037953,0.0016231,0.24805,0.004445
0.0022626,0.00096851,0.14793,0.0026499
0.0022587,0.00096684,0.14768,0.0026453
0.0066292,0.0028356,0.43197,0.0077658
0.0021191,0.00090757,0.13849,0.0024819
0.0022494,0.00096288,0.14707,0.0026344
0.0021154,0.000906,0.13824,0.0024775
0.0021096,0.00090367,0.13794,0.0024708
0.002101,0.0008997,0.13733,0.0024609
0.0020898,0.00089488,0.13661,0.0024477
0.0020575,0.00088098,0.13443,0.0024099
0.0020962,0.00089764,0.13702,0.0024552
0.0020961,0.00089762,0.13701,0.0024551
0.0020978,0.00089831,0.13712,0.0024571
0.0020966,0.00089783,0.13704,0.0024557
0.0021286,0.00091152,0.13915,0.0024931
0.0070877,0.0030366,0.46423,0.0083024
0.0020508,0.00087795,0.13409,0.0024022
0.0029663,0.0012702,0.19389,0.0034744
0.0024389,0.0010446,0.15937,0.0028567
0.0027743,0.001188,0.18127,0.0032495
0.0025576,0.0010953,0.16713,0.0029957
0.0022211,0.00095111,0.14508,0.0026013
0.0023646,0.0010126,0.15444,0.0027694
0.0026379,0.0011294,0.17232,0.0030895
0.010243,0.0043902,0.66737,0.011997
0.0024296,0.0010404,0.15873,0.0028456
0.0023346,0.00099963,0.15252,0.0027343
0.0021098,0.00090314,0.13788,0.0024713
0.002331,0.0009981,0.15228,0.0027302
0.0025783,0.0011041,0.16836,0.0030198
0.0022685,0.00097147,0.1483,0.0026571
0.0036083,0.0015448,0.23554,0.004226
0.0026206,0.0011225,0.17095,0.0030693
0.0023631,0.0010119,0.15423,0.0027677
0.0023632,0.0010119,0.15424,0.0027678
0.0073743,0.0031609,0.48124,0.0086374
0.0064921,0.0027814,0.4245,0.0076027
0.0023655,0.0010129,0.15439,0.0027706
0.0064923,0.0027816,0.42447,0.007603
0.0023829,0.0010203,0.15551,0.0027909
0.0029875,0.0012789,0.19488,0.0034992
0.0033041,0.0014149,0.21558,0.0038694
